#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403715273457143000,-0.0031957151368260384,0.02118295431137085,0.08075286448001862,8.985713005065918,0.06421339511871338,-3.685079336166382
1403715273462143000,-0.006775093264877796,0.020496845245361328,0.07388952374458313,9.059093475341797,0.12865442037582397,-3.718222141265869
1403715273467143000,-0.004535180516541004,0.02265046536922455,0.07661115378141403,9.018125534057617,0.12857438623905182,-3.6697399616241455
1403715273472143000,-0.008118969388306141,0.018492937088012695,0.0786772221326828,9.083756446838379,0.12840206921100616,-3.637097120285034
1403715273477143000,-0.003934246487915516,0.023943379521369934,0.08297482877969742,8.977269172668457,0.13713328540325165,-3.6853528022766113
1403715273482143000,-0.006612998433411121,0.019127994775772095,0.07943262159824371,9.02638053894043,0.15250864624977112,-3.7018680572509766
1403715273487143000,-0.006823522038757801,0.023323893547058105,0.08136402070522308,9.009881973266602,0.11261053383350372,-3.701554536819458
1403715273492143000,-0.0032585086300969124,0.02263091504573822,0.0759626254439354,9.050843238830566,0.14502161741256714,-3.669548749923706
1403715273497143000,-0.005107504315674305,0.022596001625061035,0.0808408185839653,9.075129508972168,0.14439892768859863,-3.6860275268554688
1403715273502143000,-0.00553326029330492,0.020502284169197083,0.07809945940971375,9.059167861938477,0.15304632484912872,-3.6777474880218506
1403715273507143000,-0.00578801054507494,0.01987093687057495,0.07873077690601349,9.05069351196289,0.16142414510250092,-3.685940742492676
1403715273512143000,-0.005550039000809193,0.02328522503376007,0.08072422444820404,9.034550666809082,0.07271388173103333,-3.6612660884857178
1403715273517143000,-0.007931751199066639,0.022608846426010132,0.08136259764432907,9.075399398803711,0.09633270651102066,-3.6531107425689697
1403715273522143000,-0.0066135348752141,0.021218061447143555,0.07608551532030106,9.0426664352417,0.12036275118589401,-3.6776957511901855
1403715273527143000,-0.00548903364688158,0.020523816347122192,0.07730956375598907,9.075357437133789,0.16160932183265686,-3.7102231979370117
1403715273532143000,-0.004312437959015369,0.022595718502998352,0.08010327070951462,9.018372535705566,0.08802469074726105,-3.7178056240081787
1403715273537143000,-0.00693435687571764,0.02334001660346985,0.07669547945261002,9.058868408203125,0.1284099519252777,-3.7671170234680176
1403715273542143000,-0.006488067097961903,0.02533571422100067,0.07592678815126419,9.026422500610352,-3.282055331510492e-05,-3.7179014682769775
1403715273547143000,-0.013643485493957996,0.019818782806396484,0.07648790627717972,8.896326065063477,0.5403332114219666,-3.6698529720306396
1403715273552143000,-0.019201230257749557,0.014159917831420898,0.09314121305942535,9.302423477172852,0.26636815071105957,-3.750615358352661
1403715273557143000,-0.03082669898867607,0.03155507147312164,0.07949000597000122,8.872913360595703,-0.12064685672521591,-3.6037487983703613
1403715273562143000,-0.005061310715973377,0.010731279850006104,0.0926908552646637,9.116386413574219,-0.3496004045009613,-3.507281541824341
1403715273567143000,0.025403905659914017,0.03811642527580261,0.06598713994026184,9.206501007080078,-0.8775537014007568,-3.6534838676452637
1403715273572143000,0.053920645266771317,0.013772755861282349,0.06158918887376785,8.83332633972168,-0.19000943005084991,-3.499161720275879
1403715273577143000,0.05739401653409004,0.020744577050209045,0.05097972974181175,9.270626068115234,0.49006688594818115,-3.7454562187194824
1403715273582143000,0.02141590788960457,0.023393720388412476,0.06930962949991226,8.816339492797852,1.4848917722702026,-3.654557466506958
1403715273587143000,-0.05176736041903496,0.012520626187324524,0.08359161764383316,9.054162979125977,1.7122763395309448,-3.9596991539001465
1403715273592143000,-0.10866071283817291,0.020067989826202393,0.09704294800758362,9.132462501525879,0.766157865524292,-3.67797589302063
1403715273597143000,-0.10716325044631958,0.02493956685066223,0.106756791472435,8.921613693237305,-0.5449885129928589,-3.6453685760498047
1403715273602143000,-0.06113765761256218,0.02154967188835144,0.10025136917829514,8.87265682220459,-1.118378758430481,-3.3210108280181885
1403715273607143000,0.01144717913120985,0.00592021644115448,0.10271520912647247,9.673168182373047,-1.2396867275238037,-3.6659767627716064
1403715273612143000,0.07638321816921234,0.049229711294174194,0.05185949429869652,9.113058090209961,-1.2481354475021362,-3.635849952697754
1403715273617143000,0.11968149244785309,0.01573692262172699,0.05159188434481621,8.692991256713867,0.08851389586925507,-3.486081838607788
1403715273622143000,0.10248856246471405,0.036356717348098755,0.05264629051089287,9.115639686584473,1.3676974773406982,-3.730339288711548
1403715273627143000,0.02608247473835945,-0.0068992674350738525,0.07731003314256668,8.709872245788574,1.9761983156204224,-3.73689603805542
1403715273632143000,-0.06044865772128105,0.016481265425682068,0.07181371748447418,9.85003662109375,1.2599509954452515,-4.112342834472656
1403715273637143000,-0.08922721445560455,0.056628867983818054,0.07264463603496552,8.613044738769531,-0.17725738883018494,-3.529797077178955
1403715273642143000,-0.05926712974905968,-0.006321907043457031,0.09940125048160553,8.36208438873291,-0.26586878299713135,-3.4158356189727783
1403715273647143000,-0.0394868366420269,0.011415272951126099,0.08189009875059128,9.723244667053223,-0.23487815260887146,-3.7277767658233643
1403715273652143000,-0.03839455172419548,0.02737690508365631,0.06600521504878998,8.820201873779297,-0.01754782535135746,-3.5485806465148926
1403715273657143000,-0.025327932089567184,-0.010143741965293884,0.06144952401518822,9.133354187011719,0.13479562103748322,-3.6966705322265625
1403715273662143000,-0.01553009171038866,0.032216355204582214,0.09146057069301605,8.984286308288574,-0.051309987902641296,-3.613868474960327
1403715273667143000,-0.004804951138794422,0.009053632616996765,0.09804850071668625,8.964396476745605,-0.21678078174591064,-3.732661247253418
1403715273672143000,0.02863665297627449,0.030144110321998596,0.09319654852151871,9.545042037963867,-0.9121993184089661,-3.563581943511963
1403715273677143000,0.08268238604068756,0.04609338939189911,0.07901632785797119,8.777552604675293,-1.0713378190994263,-3.404844284057617
1403715273682143000,0.11333560943603516,0.005353659391403198,0.07128597795963287,8.553380012512207,0.33716386556625366,-3.5903379917144775
1403715273687143000,0.07425345480442047,0.013210922479629517,0.060782212764024734,9.636316299438477,1.46308171749115,-3.8931448459625244
1403715273692143000,-0.008701366372406483,0.04328495264053345,0.04159259423613548,8.877700805664062,1.4460583925247192,-3.967858076095581
1403715273697143000,-0.06807388365268707,-0.005080431699752808,0.06732718646526337,8.484582901000977,1.454473853111267,-3.64894962310791
1403715273702143000,-0.11083047091960907,0.0067375898361206055,0.10916914790868759,9.41193962097168,1.153382420539856,-3.859342098236084
1403715273707143000,-0.154769167304039,0.02333351969718933,0.1082640141248703,8.882000923156738,0.25835686922073364,-3.7424399852752686
1403715273712143000,-0.14220809936523438,0.00764717161655426,0.11327499896287918,9.392291069030762,-0.9914251565933228,-3.528944969177246
1403715273717143000,-0.07196572422981262,0.040007978677749634,0.11002311110496521,9.122573852539062,-2.0288045406341553,-3.362440347671509
1403715273722143000,0.06397457420825958,0.016754448413848877,0.09363840520381927,9.057242393493652,-2.0554211139678955,-3.540034770965576
1403715273727143000,0.1444443017244339,0.03441861271858215,0.05025670304894447,9.484149932861328,-1.4225906133651733,-3.562800645828247
1403715273732143000,0.1863073855638504,0.05144025385379791,0.0262839887291193,8.848814010620117,-0.18877604603767395,-3.6182641983032227
1403715273737143000,0.1742975115776062,0.008115172386169434,0.046531807631254196,8.690780639648438,1.4979956150054932,-3.763599395751953
1403715273742143000,0.07702462375164032,0.033531203866004944,0.043848466128110886,9.625997543334961,2.8275203704833984,-4.093048095703125
1403715273747143000,-0.0633106380701065,0.03057911992073059,0.07233000546693802,8.322364807128906,2.896517276763916,-3.8032710552215576
1403715273752143000,-0.16931627690792084,-0.01159553974866867,0.07907359302043915,8.6942720413208,1.6349225044250488,-3.7874019145965576
1403715273757143000,-0.19311900436878204,0.0038486719131469727,0.11966212838888168,9.185126304626465,0.17617011070251465,-3.6318116188049316
1403715273762143000,-0.1640084683895111,0.005512595176696777,0.10940349847078323,9.199357986450195,-1.480039358139038,-3.648298740386963
1403715273767143000,-0.08119390904903412,0.0168028324842453,0.11424912512302399,9.255440711975098,-1.6464009284973145,-3.3545212745666504
1403715273772143000,0.010640132240951061,0.04321703314781189,0.08635473251342773,9.366327285766602,-1.9016035795211792,-3.558783531188965
1403715273777143000,0.11317670345306396,0.034570470452308655,0.07205870002508163,8.68913745880127,-1.1885511875152588,-3.32509708404541
1403715273782143000,0.1411174088716507,0.023620739579200745,0.042102355509996414,9.231929779052734,0.003803716041147709,-3.697711706161499
1403715273787143000,0.1254490613937378,0.055158331990242004,0.03476076200604439,9.205182075500488,0.9400789141654968,-3.826059103012085
1403715273792143000,0.0646524578332901,0.006023332476615906,0.05299529433250427,8.067397117614746,1.6520686149597168,-3.5731940269470215
1403715273797143000,-0.015678953379392624,0.008089408278465271,0.06580254435539246,9.413623809814453,1.9292799234390259,-4.172336101531982
1403715273802143000,-0.08326169848442078,0.022078782320022583,0.10658588260412216,8.558159828186035,1.2632924318313599,-3.636026382446289
1403715273807143000,-0.1257924884557724,-0.015188738703727722,0.1261354237794876,9.10664176940918,0.5728827714920044,-3.9553139209747314
1403715273812143000,-0.12558622658252716,0.04383966326713562,0.09985562413930893,9.316754341125488,-0.46780726313591003,-3.3096423149108887
1403715273817143000,-0.07806384563446045,-0.0052347332239151,0.11276981979608536,8.586897850036621,-0.8906391263008118,-3.451201915740967
1403715273822143000,-0.02577487751841545,0.0011775046586990356,0.06631655246019363,10.214983940124512,-1.6065618991851807,-3.8684680461883545
1403715273827143000,0.07335780560970306,0.07024864852428436,0.03181013837456703,8.980915069580078,-1.6810969114303589,-3.5554122924804688
1403715273832143000,0.13984782993793488,0.009088084101676941,0.047324687242507935,8.236040115356445,-0.3745644688606262,-3.288541793823242
1403715273837143000,0.13314080238342285,0.028546854853630066,0.05815872922539711,9.450033187866211,1.3070721626281738,-3.8284366130828857
1403715273842143000,0.049511928111314774,0.01680898666381836,0.07804778963327408,8.644240379333496,2.0975780487060547,-3.872983694076538
1403715273847143000,-0.04287458583712578,0.01286923885345459,0.0662478357553482,9.487264633178711,1.6035056114196777,-4.123215675354004
1403715273852143000,-0.08691099286079407,0.047636568546295166,0.08195742219686508,8.56071949005127,0.20545028150081635,-3.376237154006958
1403715273857143000,-0.07101099193096161,-0.0001700073480606079,0.09942635893821716,8.591584205627441,-0.3634789288043976,-3.675868272781372
1403715273862143000,-0.04817184433341026,0.015889093279838562,0.08935999870300293,9.520204544067383,-0.256107896566391,-3.578916311264038
1403715273867143000,-0.02824486419558525,0.022545158863067627,0.07656093686819077,8.848578453063965,-0.11697504669427872,-3.589244842529297
1403715273872143000,-0.012730193324387074,0.004856809973716736,0.06443854421377182,9.055333137512207,-0.27004513144493103,-3.6539101600646973
1403715273877143000,0.0026230094954371452,0.020468801259994507,0.07704829424619675,9.187500953674316,-0.09246572107076645,-3.6776843070983887
1403715273882143000,0.013631719164550304,0.021272823214530945,0.07244985550642014,8.593859672546387,0.20089088380336761,-3.539975166320801
1403715273887143000,0.014059382490813732,0.002170771360397339,0.09020550549030304,9.287352561950684,0.33027350902557373,-3.734135866165161
1403715273892143000,-0.000769508071243763,0.034820690751075745,0.09343472123146057,9.299104690551758,0.2930930554866791,-3.7666244506835938
1403715273897143000,-0.012200159020721912,0.021428227424621582,0.11235508322715759,8.672540664672852,0.5049983263015747,-3.685065984725952
1403715273902143000,-0.02298332378268242,0.02033412456512451,0.1090831309556961,9.213440895080566,0.18415802717208862,-3.6832573413848877
1403715273907143000,-0.016496282070875168,0.035315945744514465,0.098179392516613,9.108628273010254,-0.5630714297294617,-3.5898523330688477
1403715273912143000,0.028222132474184036,0.018926575779914856,0.06763157248497009,9.009208679199219,-1.1939277648925781,-3.618844985961914
1403715273917143000,0.08234353363513947,0.02125599980354309,0.05406610295176506,9.333370208740234,-0.23800234496593475,-3.686737537384033
1403715273922143000,0.07577867805957794,0.028438836336135864,0.04350298270583153,8.714923858642578,1.0966724157333374,-3.7959506511688232
1403715273927143000,0.016636956483125687,0.01960146427154541,0.03482640162110329,9.027421951293945,1.572239875793457,-3.8264873027801514
1403715273932143000,-0.052493613213300705,0.010992437601089478,0.07151717692613602,8.912965774536133,1.687928557395935,-3.7552907466888428
1403715273937143000,-0.12484186887741089,0.006179824471473694,0.08417049795389175,9.053290367126465,1.135858178138733,-3.7664217948913574
1403715273942143000,-0.1411474645137787,0.014865696430206299,0.10793609917163849,9.10812759399414,-0.13207702338695526,-3.5499300956726074
1403715273947143000,-0.10431002080440521,0.024314239621162415,0.08655239641666412,8.99099349975586,-1.5804436206817627,-3.493694305419922
1403715273952143000,-0.005085569806396961,0.03428567945957184,0.09634881466627121,9.27942180633545,-1.8250948190689087,-3.340378761291504
1403715273957143000,0.07150615751743317,0.028752252459526062,0.10339740663766861,9.05235767364502,-0.7292867302894592,-3.627380132675171
1403715273962143000,0.08622120320796967,0.03901602327823639,0.07181640714406967,9.182168006896973,0.2876644730567932,-3.647683620452881
1403715273967143000,0.07182438671588898,0.03689591586589813,0.08107123523950577,8.588735580444336,0.2401847094297409,-3.6301512718200684
1403715273972143000,0.08055438101291656,-0.0002599954605102539,0.07555793970823288,9.039224624633789,-0.28578615188598633,-3.709587574005127
1403715273977143000,0.10105837881565094,0.0323658287525177,0.0768548771739006,9.262372016906738,-0.3557603061199188,-3.7619357109069824
1403715273982143000,0.11561267077922821,0.010699823498725891,0.06887473165988922,8.967414855957031,1.0793861150741577,-3.7955052852630615
1403715273987143000,0.018518466502428055,0.032562851905822754,0.061961133033037186,9.102192878723145,2.4496192932128906,-3.913454532623291
1403715273992143000,-0.12370656430721283,0.00915384292602539,0.081039659678936,8.736579895019531,3.335151433944702,-3.8979623317718506
1403715273997143000,-0.25399309396743774,0.018859416246414185,0.08614224195480347,9.469345092773438,2.203645944595337,-4.02900505065918
1403715274002143000,-0.29192712903022766,0.022878065705299377,0.10014672577381134,8.698019981384277,-0.5842576622962952,-3.26955246925354
1403715274007143000,-0.18709929581379212,-0.0020943951023931952,0.10890854532444616,9.250939833333334,-3.317916583333333,-3.505877375
1403715274012143000,0.014660765716752367,0.041189770347066175,0.09145525280450287,8.932223708333334,-4.339442625,-2.982856041666666
1403715274017143000,0.19908380508422852,0.016231030225753784,0.07515833526849747,9.340699195861816,-2.921066999435425,-3.6821208000183105
1403715274022143000,0.28732913732528687,0.03271147608757019,0.06777776032686234,9.534998893737793,-0.08106476068496704,-3.8462257385253906
1403715274027143000,0.2242019921541214,0.06803140044212341,0.02632569707930088,8.899763107299805,2.1266279220581055,-4.00075101852417
1403715274032143000,0.10683886706829071,0.03567656874656677,0.04158691689372063,8.138260841369629,2.8787426948547363,-3.6229496002197266
1403715274037143000,-0.015584570355713367,0.001555316150188446,0.07312832027673721,9.106979370117188,2.1055190563201904,-4.041257381439209
1403715274042143000,-0.10885386168956757,0.0004529803991317749,0.12363097816705704,9.006747245788574,1.1563529968261719,-3.9211344718933105
1403715274047143000,-0.1440359205007553,0.010631471872329712,0.1229785904288292,9.040972709655762,0.5137829780578613,-3.858245849609375
1403715274052143000,-0.14131362736225128,0.023769482970237732,0.14747735857963562,9.034852027893066,-0.13247233629226685,-3.4672114849090576
1403715274057143000,-0.12157128751277924,0.016666382551193237,0.10838562995195389,9.420883178710938,-0.8813226222991943,-3.7740678787231445
1403715274062143000,-0.05884271487593651,0.04231362044811249,0.08047652244567871,9.372777938842773,-1.4171735048294067,-3.521946668624878
1403715274067143000,0.020729530602693558,0.033697307109832764,0.0624556839466095,9.008391380310059,-1.5146783590316772,-3.446316957473755
1403715274072143000,0.09808674454689026,0.04200376570224762,0.04756024107336998,9.22521686553955,-1.3863458633422852,-3.5977141857147217
1403715274077143000,0.15061631798744202,0.04051445424556732,0.06148936226963997,8.732067108154297,-0.3645741641521454,-3.6609609127044678
1403715274082143000,0.1366526335477829,0.04493696987628937,0.06314059346914291,9.333049774169922,1.3078620433807373,-3.9746339321136475
1403715274087143000,0.0613756962120533,0.04331552982330322,0.08593600243330002,8.696956634521484,1.9948583841323853,-3.7225992679595947
1403715274092143000,-0.032831232994794846,0.01987859606742859,0.09095446020364761,8.577960968017578,1.8107304573059082,-3.8003907203674316
1403715274097143000,-0.11619040369987488,0.007705792784690857,0.0935588851571083,8.984845161437988,0.8675875067710876,-3.6356759071350098
1403715274102143000,-0.1332961618900299,0.009599357843399048,0.10595126450061798,8.987712860107422,0.10723277926445007,-3.6960196495056152
1403715274107143000,-0.10939209163188934,0.005110979080200195,0.10941330343484879,9.253466606140137,-0.522918164730072,-3.6241674423217773
1403715274112143000,-0.07256965339183807,0.02456715703010559,0.1062038317322731,8.962508201599121,-0.9382160305976868,-3.3779444694519043
1403715274117143000,0.0003622947260737419,0.004014819860458374,0.10061796009540558,8.995735168457031,-1.2838668823242188,-3.3941333293914795
1403715274122143000,0.06416298449039459,0.010654032230377197,0.07811955362558365,9.6051607131958,-1.1323692798614502,-3.695979118347168
1403715274127143000,0.1005486398935318,0.043822139501571655,0.05241314321756363,9.209701538085938,-0.3183768391609192,-3.604504346847534
1403715274132143000,0.10824429988861084,0.022701770067214966,0.05161522328853607,8.714920997619629,0.3343086540699005,-3.667285203933716
1403715274137143000,0.07868210971355438,0.03621235489845276,0.06462125480175018,9.16181468963623,1.105735421180725,-3.703765869140625
1403715274142143000,0.03151305392384529,0.027427449822425842,0.09196314215660095,8.56957721710205,1.5367459058761597,-3.6055665016174316
1403715274147143000,-0.035495977848768234,0.0031269043684005737,0.10131559520959854,9.120671272277832,1.266206979751587,-3.7668628692626953
1403715274152143000,-0.09438209235668182,0.006329730153083801,0.09437132626771927,8.903857231140137,0.5173946022987366,-3.6279263496398926
1403715274157143000,-0.09118320047855377,-0.007544532418251038,0.08445531874895096,9.04478931427002,-0.4559706747531891,-3.6443982124328613
1403715274162143000,-0.04852544888854027,0.017258569598197937,0.07919783890247345,9.426859855651855,-0.8643543720245361,-3.697967529296875
1403715274167143000,0.0031296489760279655,0.020548254251480103,0.07968004047870636,8.941486358642578,-0.6369174718856812,-3.5569376945495605
1403715274172143000,0.03055178001523018,0.015975579619407654,0.07974027097225189,8.986153602600098,-0.17503975331783295,-3.556718111038208
1403715274177143000,0.02691333368420601,0.018732517957687378,0.08776124566793442,8.851202011108398,0.3356024920940399,-3.6614603996276855
1403715274182143000,0.007908421568572521,0.008520007133483887,0.08796358853578568,8.984152793884277,0.42500582337379456,-3.672391653060913
1403715274187143000,-0.0032912613824009895,0.02123875916004181,0.08976644277572632,9.351588249206543,0.14201687276363373,-3.905258893966675
1403715274192143000,0.00398783665150404,0.03208567202091217,0.0737839788198471,9.002424240112305,-0.5019605159759521,-3.5707507133483887
1403715274197143000,0.03964250162243843,0.027341142296791077,0.07950499653816223,9.149497985839844,-0.496669203042984,-3.6360418796539307
1403715274202143000,0.06581230461597443,0.03507097065448761,0.06724870204925537,8.929451942443848,0.06887179613113403,-3.6051642894744873
1403715274207143000,0.04281308129429817,0.014400586485862732,0.06522102653980255,8.895654678344727,1.1486338376998901,-3.7788591384887695
1403715274212143000,-0.015739064663648605,0.021586701273918152,0.07451365143060684,8.947378158569336,1.4637863636016846,-3.834404945373535
1403715274217143000,-0.076848104596138,0.004502087831497192,0.07305113971233368,8.994457244873047,1.0005360841751099,-3.778712511062622
1403715274222143000,-0.09481745958328247,0.005160018801689148,0.0839550718665123,9.171799659729004,0.1228867620229721,-3.685791254043579
1403715274227143000,-0.07668603956699371,0.012539923191070557,0.07660823315382004,9.036954879760742,-0.7015700936317444,-3.5331568717956543
1403715274232143000,-0.02779976651072502,0.012499138712882996,0.07056865841150284,9.164422988891602,-0.9909266233444214,-3.599137544631958
1403715274237143000,0.017291832715272903,0.028220459818840027,0.06707591563463211,9.158308029174805,-0.573860228061676,-3.4584991931915283
1403715274242143000,0.038015712052583694,0.01721423864364624,0.0629606693983078,8.825927734375,-0.24106696248054504,-3.597682476043701
1403715274247143000,0.04476963356137276,0.014514610171318054,0.06565473973751068,8.846004486083984,0.282283216714859,-3.4689457416534424
1403715274252143000,0.03397144749760628,0.0025290697813034058,0.0689597800374031,9.051369667053223,0.42984646558761597,-3.735106945037842
1403715274257143000,0.009471285156905651,0.004301577806472778,0.07847383618354797,8.844228744506836,0.4295447766780853,-3.668950319290161
1403715274262143000,-0.007128131575882435,-0.0005388706922531128,0.08625242114067078,9.219165802001953,0.5850696563720703,-3.847970485687256
1403715274267143000,-0.02305493876338005,0.011278346180915833,0.09382452815771103,9.06845760345459,0.45612773299217224,-3.7411816120147705
1403715274272143000,-0.04602948948740959,0.008795827627182007,0.0848584994673729,8.977797508239746,0.38712966442108154,-3.6701061725616455
1403715274277143000,-0.04805720970034599,0.0017346739768981934,0.09803139418363571,9.042947769165039,0.04368138313293457,-3.667454719543457
1403715274282143000,-0.03933347389101982,0.0007878541946411133,0.08710205554962158,8.873523712158203,-0.2741570770740509,-3.5320701599121094
1403715274287143000,-0.015740256756544113,-0.004804834723472595,0.08873019367456436,9.237889289855957,-0.39075586199760437,-3.7200307846069336
1403715274292143000,0.008668857626616955,0.006369665265083313,0.07362968474626541,9.263795852661133,-0.3240119218826294,-3.7518703937530518
1403715274297143000,0.028704363852739334,0.01774492859840393,0.06574541330337524,9.254817962646484,-0.15008415281772614,-3.7357819080352783
1403715274302143000,0.03833024576306343,0.030381202697753906,0.05745423212647438,9.051139831542969,0.1853911131620407,-3.742490768432617
1403715274307143000,0.030136961489915848,0.0379919558763504,0.05581178143620491,9.092487335205078,0.5984598398208618,-3.816190719604492
1403715274312143000,-0.0002810480073094368,0.03865814208984375,0.0737871453166008,8.814059257507324,0.6820870041847229,-3.652801275253296
1403715274317143000,-0.027155917137861252,0.019779160618782043,0.07024773210287094,8.805910110473633,0.5145286321640015,-3.7098019123077393
1403715274322143000,-0.04423333331942558,0.008511826395988464,0.07891693711280823,8.944500923156738,0.3589917719364166,-3.7347450256347656
1403715274327143000,-0.048321764916181564,0.015528783202171326,0.07986282557249069,9.132857322692871,0.17389990389347076,-3.784407615661621
1403715274332143000,-0.038874994963407516,0.029511988162994385,0.07477368414402008,9.213255882263184,-0.1680644154548645,-3.77581787109375
1403715274337143000,-0.02399919554591179,0.03807516396045685,0.06845848262310028,9.182360649108887,-0.2949487566947937,-3.685537338256836
1403715274342143000,0.0006609736010432243,0.04136151075363159,0.07267358154058456,9.084866523742676,-0.3646518588066101,-3.5547842979431152
1403715274347143000,0.022572893649339676,0.03861381113529205,0.08093604445457458,8.773148536682129,-0.19535914063453674,-3.570143938064575
1403715274352143000,0.02997620776295662,0.020786821842193604,0.07583677768707275,8.985771179199219,0.24891884624958038,-3.6133692264556885
1403715274357143000,0.020117420703172684,0.01696772873401642,0.085377536714077,8.984094619750977,0.46369099617004395,-3.7200241088867188
1403715274362143000,-0.002896261401474476,0.011218145489692688,0.07322841882705688,9.057503700256348,0.6913883686065674,-3.793238401412964
